Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical
Niger,2.7,Enhanced social distancing of elderly,39%,24206636,14303795,23918,197784,31717
Niger,3,Enhanced social distancing of elderly,44%,24206636,15054834,30643,224766,40624
Niger,3.3,Enhanced social distancing of elderly,47%,24206636,15773415,32620,236574,43243
Niger,2.4,Social distancing whole population,37%,24206636,13001399,29995,206210,39764
Niger,2.7,Social distancing whole population,41%,24206636,14095592,32138,221744,42603
Niger,3,Social distancing whole population,45%,24206636,14982011,33817,234036,44836
Niger,3.3,Social distancing whole population,48%,24206636,15717317,35169,244027,46646
Niger,2.4,Unmitigated,0%,24206636,20163748,42351,299128,56145
Niger,2.7,Unmitigated,0%,24206636,21177801,43672,309909,57925
Niger,3,Unmitigated,0%,24206636,21897299,44506,316935,59010
Niger,3.3,Unmitigated,0%,24206636,22420255,45044,321620,59712
Nigeria,2.4,Enhanced social distancing of elderly,35%,206139587,114885822,200111,1749781,265292
Nigeria,2.7,Enhanced social distancing of elderly,39%,206139587,124262817,223244,1912725,295940
Nigeria,3,Enhanced social distancing of elderly,44%,206139587,130717645,282996,2162024,375276
Nigeria,3.3,Enhanced social distancing of elderly,47%,206139587,136877510,301136,2277430,399377
Nigeria,2.4,Social distancing whole population,37%,206139587,113043181,274742,1966856,364231
Nigeria,2.7,Social distancing whole population,41%,206139587,122469733,294734,2120008,390918
Nigeria,3,Social distancing whole population,45%,206139587,130085217,310444,2241970,411607
Nigeria,3.3,Social distancing whole population,48%,206139587,136373807,323103,2341325,428308
Nigeria,2.4,Unmitigated,0%,206139587,174262604,391607,2905604,519163
Nigeria,2.7,Unmitigated,0%,206139587,182701704,404438,3019521,536138
Nigeria,3,Unmitigated,0%,206139587,188619164,412635,3095141,547017
Nigeria,3.3,Unmitigated,0%,206139587,192854728,417990,3146376,554363
North Macedonia,2.4,Enhanced social distancing of elderly,34%,2083380,944537,3078,25306,4080
North Macedonia,2.7,Enhanced social distancing of elderly,38%,2083380,1043099,3618,28801,4799
North Macedonia,3,Enhanced social distancing of elderly,42%,2083380,1143462,5286,35316,7008
North Macedonia,3.3,Enhanced social distancing of elderly,45%,2083380,1215168,5945,38599,7880
North Macedonia,2.4,Social distancing whole population,36%,2083380,981757,5228,31728,6931
North Macedonia,2.7,Social distancing whole population,39%,2083380,1082170,5971,35776,7915
North Macedonia,3,Social distancing whole population,43%,2083380,1165147,6625,39259,8783
North Macedonia,3.3,Social distancing whole population,46%,2083380,1234938,7207,42294,9558
North Macedonia,2.4,Unmitigated,0%,2083380,1602764,10897,60270,14446
North Macedonia,2.7,Unmitigated,0%,2083380,1709817,12249,66343,16246
North Macedonia,3,Unmitigated,0%,2083380,1788721,13369,71172,17727
North Macedonia,3.3,Unmitigated,0%,2083380,1848048,14301,75055,18958
Norway,2.4,Enhanced social distancing of elderly,35%,5421242,2386981,8374,63919,11101
Norway,2.7,Enhanced social distancing of elderly,38%,5421242,2635715,9896,72910,13118
Norway,3,Enhanced social distancing of elderly,42%,5421242,2899872,15027,91318,19926
Norway,3.3,Enhanced social distancing of elderly,45%,5421242,3084046,16998,100193,22542
Norway,2.4,Social distancing whole population,36%,5421242,2499382,15162,83266,20100
Norway,2.7,Social distancing whole population,40%,5421242,2754701,17355,94018,23018
Norway,3,Social distancing whole population,43%,5421242,2966391,19301,103331,25591
Norway,3.3,Social distancing whole population,46%,5421242,3145087,21047,111503,27899
Norway,2.4,Unmitigated,0%,5421242,4102236,32507,161345,43095
Norway,2.7,Unmitigated,0%,5421242,4381931,36813,178518,48801
Norway,3,Unmitigated,0%,5421242,4590474,40458,192438,53633
Norway,3.3,Unmitigated,0%,5421242,4749031,43551,203831,57779
Oman,2.4,Enhanced social distancing of elderly,34%,5106622,2679540,5957,61216,7897
Oman,2.7,Enhanced social distancing of elderly,38%,5106622,2906767,6602,66494,8755
Oman,3,Enhanced social distancing of elderly,44%,5106622,3045284,8231,73065,10914
Oman,3.3,Enhanced social distancing of elderly,47%,5106622,3197195,8741,76726,11588
Oman,2.4,Social distancing whole population,37%,5106622,2609203,8006,65761,10614
Oman,2.7,Social distancing whole population,41%,5106622,2839399,8575,70869,11368
Oman,3,Social distancing whole population,44%,5106622,3027265,9021,74936,11959
Oman,3.3,Social distancing whole population,47%,5106622,3183759,9380,78251,12440
Oman,2.4,Unmitigated,0%,5106622,4110313,11235,96226,14895
Oman,2.7,Unmitigated,0%,5106622,4335529,11601,100042,15387
Oman,3,Unmitigated,0%,5106622,4498014,11838,102598,15699
Oman,3.3,Unmitigated,0%,5106622,4618217,11995,104353,15902
Pakistan,2.4,Enhanced social distancing of elderly,34%,220892331,127182117,311039,2393049,412351
Pakistan,2.7,Enhanced social distancing of elderly,38%,220892331,137388032,348647,2621552,462197
Pakistan,3,Enhanced social distancing of elderly,44%,220892331,144578912,454611,3007547,602675
Pakistan,3.3,Enhanced social distancing of elderly,47%,220892331,151219312,486011,3174760,644596
Pakistan,2.4,Social distancing whole population,37%,220892331,125490674,446288,2757638,591653
Pakistan,2.7,Social distancing whole population,41%,220892331,135724442,480063,2974083,636716
Pakistan,3,Social distancing whole population,45%,220892331,143950576,506780,3146638,671962
Pakistan,3.3,Social distancing whole population,48%,220892331,150711132,528435,3287412,700525
Pakistan,2.4,Unmitigated,0%,220892331,191176051,650513,4104506,862397
Pakistan,2.7,Unmitigated,0%,220892331,199792730,674142,4270345,893663
Pakistan,3,Unmitigated,0%,220892331,205687090,689585,4381286,914123
Pakistan,3.3,Unmitigated,0%,220892331,209805136,699875,4457023,927998
Panama,2.4,Enhanced social distancing of elderly,34%,4314768,1963739,5210,38900,6907
Panama,2.7,Enhanced social distancing of elderly,38%,4314768,2181213,6177,44830,8192
Panama,3,Enhanced social distancing of elderly,42%,4314768,2386777,9037,55570,11982
Panama,3.3,Enhanced social distancing of elderly,45%,4314768,2542643,10118,60939,13412
Panama,2.4,Social distancing whole population,36%,4314768,2014224,8742,48925,11589
Panama,2.7,Social distancing whole population,39%,4314768,2230473,9954,55436,13195
Panama,3,Social distancing whole population,43%,4314768,2410892,11011,61064,14596
Panama,3.3,Social distancing whole population,45%,4314768,2563513,11939,65971,15839
Panama,2.4,Unmitigated,0%,4314768,3345065,17275,93407,22902
Panama,2.7,Unmitigated,0%,4314768,3576681,19096,102433,25323
Panama,3,Unmitigated,0%,4314768,3746140,20528,109386,27224
Panama,3.3,Unmitigated,0%,4314768,3872192,21665,114798,28725
Papua New Guinea,2.4,Enhanced social distancing of elderly,34%,8947027,4607261,10171,93758,13484
Papua New Guinea,2.7,Enhanced social distancing of elderly,39%,8947027,5006154,11410,102498,15127
Papua New Guinea,3,Enhanced social distancing of elderly,44%,8947027,5269467,14773,115985,19584
Papua New Guinea,3.3,Enhanced social distancing of elderly,47%,8947027,5532450,15838,122422,21004
Papua New Guinea,2.4,Social distancing whole population,37%,8947027,4540300,14502,106150,19225
Papua New Guinea,2.7,Social distancing whole population,41%,8947027,4933053,15642,114566,20744
Papua New Guinea,3,Social distancing whole population,45%,8947027,5253173,16554,121305,21953
Papua New Guinea,3.3,Social distancing whole population,48%,8947027,5519749,17300,126821,22935
Papua New Guinea,2.4,Unmitigated,0%,8947027,7112682,21438,157444,28420
Papua New Guinea,2.7,Unmitigated,0%,8947027,7494661,22312,163914,29583
Papua New Guinea,3,Unmitigated,0%,8947027,7771815,22898,168256,30354
Papua New Guinea,3.3,Unmitigated,0%,8947027,7978899,23302,171241,30891
Paraguay,2.4,Enhanced social distancing of elderly,34%,7132530,3352898,7512,58955,9959
Paraguay,2.7,Enhanced social distancing of elderly,38%,7132530,3709919,8836,67427,11717
Paraguay,3,Enhanced social distancing of elderly,42%,7132530,4037160,12695,82519,16833
Paraguay,3.3,Enhanced social distancing of elderly,45%,7132530,4289730,14127,90000,18728
Paraguay,2.4,Social distancing whole population,36%,7132530,3418517,12272,72930,16269
Paraguay,2.7,Social distancing whole population,40%,7132530,3772587,13873,82082,18390
Paraguay,3,Social distancing whole population,43%,7132530,4066776,15257,89922,20225
Paraguay,3.3,Social distancing whole population,46%,7132530,4314704,16460,96695,21826
Paraguay,2.4,Unmitigated,0%,7132530,5616426,23426,134962,31057
Paraguay,2.7,Unmitigated,0%,7132530,5986610,25651,146794,34005
Paraguay,3,Unmitigated,0%,7132530,6255529,27361,155729,36289
Paraguay,3.3,Unmitigated,0%,7132530,6454432,28690,162556,38038
Peru,2.4,Enhanced social distancing of elderly,34%,32971846,14662113,39490,299061,52352
Peru,2.7,Enhanced social distancing of elderly,37%,32971846,16339241,46935,345817,62222
Peru,3,Enhanced social distancing of elderly,42%,32971846,17929656,68568,429283,90898
Peru,3.3,Enhanced social distancing of elderly,44%,32971846,19139167,76863,471638,101959
Peru,2.4,Social distancing whole population,36%,32971846,15052813,65987,375795,87480
Peru,2.7,Social distancing whole population,39%,32971846,16720089,75356,427218,99926
Peru,3,Social distancing whole population,42%,32971846,18117089,83548,471828,110802
Peru,3.3,Social distancing whole population,45%,32971846,19301398,90750,510765,120325
Peru,2.4,Unmitigated,0%,32971846,25256719,131010,723335,173683
Peru,2.7,Unmitigated,0%,32971846,27076802,144991,794843,192237
Peru,3,Unmitigated,0%,32971846,28415434,155974,849987,206763
Peru,3.3,Unmitigated,0%,32971846,29415894,164671,892911,218300
Philippines,2.4,Enhanced social distancing of elderly,35%,109581085,57245042,146877,1279294,194718
Philippines,2.7,Enhanced social distancing of elderly,39%,109581085,62329629,167021,1409432,221495
Philippines,3,Enhanced social distancing of elderly,44%,109581085,65955829,229053,1636685,303771
Philippines,3.3,Enhanced social distancing of elderly,47%,109581085,69268641,249176,1740019,330319
Philippines,2.4,Social distancing whole population,37%,109581085,57108933,229877,1513088,304752
Philippines,2.7,Social distancing whole population,41%,109581085,61998748,250699,1642007,332401
Philippines,3,Social distancing whole population,45%,109581085,65974569,267749,1746466,354930
Philippines,3.3,Social distancing whole population,48%,109581085,69275465,281979,1832865,373815
Philippines,2.4,Unmitigated,0%,109581085,88999387,368084,2337772,487975
Philippines,2.7,Unmitigated,0%,109581085,93619970,388198,2450378,514621
Philippines,3,Unmitigated,0%,109581085,96936593,402413,2528309,533703
Philippines,3.3,Unmitigated,0%,109581085,99377919,412633,2583317,547149
Poland,2.4,Enhanced social distancing of elderly,34%,37846605,16549518,67187,497953,89071
Poland,2.7,Enhanced social distancing of elderly,38%,37846605,18253033,78884,565810,104571
Poland,3,Enhanced social distancing of elderly,42%,37846605,20128007,117154,706058,155297
Poland,3.3,Enhanced social distancing of elderly,45%,37846605,21382623,131363,770820,174189
Poland,2.4,Social distancing whole population,36%,37846605,17429472,116997,645670,155105
Poland,2.7,Social distancing whole population,40%,37846605,19179384,132759,724370,175998
Poland,3,Social distancing whole population,43%,37846605,20622292,146540,791660,194370
Poland,3.3,Social distancing whole population,46%,37846605,21833766,158727,850010,210447
Poland,2.4,Unmitigated,0%,37846605,28508229,239472,1209932,317472
Poland,2.7,Unmitigated,0%,37846605,30415867,268746,1329313,356331
Poland,3,Unmitigated,0%,37846605,31838234,293407,1425408,388964
Poland,3.3,Unmitigated,0%,37846605,32922271,314364,1503846,416742
Portugal,2.4,Enhanced social distancing of elderly,34%,10196707,4163001,17755,126577,23539
Portugal,2.7,Enhanced social distancing of elderly,38%,10196707,4616206,21155,145435,28051
Portugal,3,Enhanced social distancing of elderly,42%,10196707,5128287,32959,185654,43708
Portugal,3.3,Enhanced social distancing of elderly,45%,10196707,5473956,37520,204964,49748
Portugal,2.4,Social distancing whole population,35%,10196707,4420365,33548,169929,44475
Portugal,2.7,Social distancing whole population,39%,10196707,4892453,38650,193141,51244
Portugal,3,Social distancing whole population,43%,10196707,5286825,43229,213474,57303
Portugal,3.3,Social distancing whole population,45%,10196707,5621873,47370,231481,62798
Portugal,2.4,Unmitigated,0%,10196707,7383996,74122,339885,98264
Portugal,2.7,Unmitigated,0%,10196707,7931933,84794,379713,112409
Portugal,3,Unmitigated,0%,10196707,8348397,93995,412652,124718
Portugal,3.3,Unmitigated,0%,10196707,8670980,101941,440103,135176
Puerto Rico,2.4,Enhanced social distancing of elderly,33%,2860840,1100676,5434,32085,7203
Puerto Rico,2.7,Enhanced social distancing of elderly,37%,2860840,1226487,6501,37361,8620
Puerto Rico,3,Enhanced social distancing of elderly,41%,2860840,1372697,10111,49254,13404
Puerto Rico,3.3,Enhanced social distancing of elderly,44%,2860840,1470045,11428,54630,15150
Puerto Rico,2.4,Social distancing whole population,36%,2860840,1175043,10100,44933,13390
Puerto Rico,2.7,Social distancing whole population,40%,2860840,1304161,11536,51134,15294
Puerto Rico,3,Social distancing whole population,43%,2860840,1413549,12814,56611,16996
Puerto Rico,3.3,Social distancing whole population,46%,2860840,1507478,13958,61484,18507
Puerto Rico,2.4,Unmitigated,0%,2860840,2013242,21023,90814,27871
Puerto Rico,2.7,Unmitigated,0%,2860840,2174504,23685,101482,31406
Puerto Rico,3,Unmitigated,0%,2860840,2299114,25927,110284,34363
Puerto Rico,3.3,Unmitigated,0%,2860840,2396873,27826,117593,36887
Qatar,2.4,Enhanced social distancing of elderly,33%,2881060,1555155,3514,38549,4658
Qatar,2.7,Enhanced social distancing of elderly,38%,2881060,1682043,3828,41691,5075
Qatar,3,Enhanced social distancing of elderly,43%,2881060,1750990,4341,44499,5756
Qatar,3.3,Enhanced social distancing of elderly,46%,2881060,1839928,4544,46634,6025
Qatar,2.4,Social distancing whole population,36%,2881060,1487654,4025,39069,5336
Qatar,2.7,Social distancing whole population,40%,2881060,1625404,4292,42266,5692
Qatar,3,Social distancing whole population,44%,2881060,1737425,4500,44816,5966
Qatar,3.3,Social distancing whole population,47%,2881060,1830397,4665,46898,6184
Qatar,2.4,Unmitigated,0%,2881060,2353712,5488,57913,7275
Qatar,2.7,Unmitigated,0%,2881060,2485486,5662,60448,7505
Qatar,3,Unmitigated,0%,2881060,2579111,5775,62163,7656
Qatar,3.3,Unmitigated,0%,2881060,2647107,5851,63351,7760
Réunion,2.4,Enhanced social distancing of elderly,33%,895308,385098,1322,9085,1752
Réunion,2.7,Enhanced social distancing of elderly,37%,895308,428787,1576,10539,2090
Réunion,3,Enhanced social distancing of elderly,41%,895308,473287,2346,13351,3110
Réunion,3.3,Enhanced social distancing of elderly,44%,895308,505408,2640,14727,3499
Réunion,2.4,Social distancing whole population,35%,895308,400640,2282,11843,3025
Réunion,2.7,Social distancing whole population,39%,895308,444585,2611,13486,3461
Réunion,3,Social distancing whole population,42%,895308,481423,2901,14920,3847
Réunion,3.3,Social distancing whole population,45%,895308,512706,3158,16183,4188
Réunion,2.4,Unmitigated,0%,895308,671415,4646,23300,6160
Réunion,2.7,Unmitigated,0%,895308,720791,5191,25816,6885
Réunion,3,Unmitigated,0%,895308,757549,5633,27817,7469
Réunion,3.3,Unmitigated,0%,895308,785378,5994,29422,7946
Romania,2.4,Enhanced social distancing of elderly,34%,19237682,8294956,31019,235281,41122
Romania,2.7,Enhanced social distancing of elderly,38%,19237682,9170086,36727,268919,48687
Romania,3,Enhanced social distancing of elderly,42%,19237682,10117561,55857,337431,74096
Romania,3.3,Enhanced social distancing of elderly,45%,19237682,10770753,63271,370772,83910
Romania,2.4,Social distancing whole population,36%,19237682,8721196,56264,306894,74590
Romania,2.7,Social distancing whole population,40%,19237682,9623958,64542,347280,85595
Romania,3,Social distancing whole population,43%,19237682,10373593,71913,382374,95350
Romania,3.3,Social distancing whole population,46%,19237682,11007199,78539,413251,104114
